Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",12.56,$391.02M,1997,n/a,n/a,https://www.nasdaq.com/symbol/mhn
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.38,$278.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mue
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.18,$158.56M,1998,n/a,n/a,https://www.nasdaq.com/symbol/mus
MVT,"Blackrock MuniVest Fund II, Inc.",14.08,$299.98M,1993,n/a,n/a,https://www.nasdaq.com/symbol/mvt
MYC,"Blackrock MuniYield California Fund, Inc.",13.35,$285.95M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",13.38,$460.35M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mca
MYD,"Blackrock MuniYield Fund, Inc.",13.5,$633.03M,1991,n/a,n/a,https://www.nasdaq.com/symbol/myd
MYF,Blackrock MuniYield Investment Fund,13.679,$187.37M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myf
MFT,Blackrock MuniYield Investment QualityFund,12.89,$109.27M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mft
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",12.91,$381.86M,1992,n/a,n/a,https://www.nasdaq.com/symbol/miy
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",13.71,$331.21M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",11.98,$474.25M,1992,n/a,n/a,https://www.nasdaq.com/symbol/myn
MPA,Blackrock MuniYield Pennsylvania Quality Fund,13.44,$179.46M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mpa
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.06,$272.05M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mqt
MYI,"Blackrock MuniYield Quality Fund III, Inc.",12.7,$865.51M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/myi
MQY,"Blackrock MuniYield Quality Fund, Inc.",13.91,$427.21M,1992,n/a,n/a,https://www.nasdaq.com/symbol/mqy
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,12.62,$163.76M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bny
BLH,Blackrock New York Municipal 2018 Term Trust,14.81,$53.81M,2001,n/a,n/a,https://www.nasdaq.com/symbol/blh
BQH,Blackrock New York Municipal Bond Trust,13.05,$36.54M,2002,n/a,n/a,https://www.nasdaq.com/symbol/bqh
BSE,Blackrock New York Municipal Income Quality Trust,12.46,$81.23M,2002,n/a,n/a,https://www.nasdaq.com/symbol/bse
BFY,BlackRock New York Municipal Income Trust II,12.87,$64.41M,2002,n/a,n/a,https://www.nasdaq.com/symbol/bfy
BCX,BlackRock Resources,8.96,$859.34M,2011,n/a,n/a,https://www.nasdaq.com/symbol/bcx
BST,BlackRock Science and Technology Trust,35.06,$785.03M,2014,n/a,n/a,https://www.nasdaq.com/symbol/bst
BSD,BlackRock Strategic Municipal Trust Inc. (The),12.69,$92.74M,1999,n/a,n/a,https://www.nasdaq.com/symbol/bsd
BUI,"BlackRock Utility, Infrastructure & Power Opportun",20.39,$345.68M,2011,n/a,n/a,https://www.nasdaq.com/symbol/bui
BHV,BlackRock Virginia Municipal Bond Trust,17,$27.25M,2002,n/a,n/a,https://www.nasdaq.com/symbol/bhv
BLK,"BlackRock, Inc.",508.51,$81.76B,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/blk
BGB,Blackstone / GSO Strategic Credit Fund,15.97,$713.29M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgb
BGX,Blackstone GSO Long Short Credit Income Fund,16.7,$212.13M,2011,n/a,n/a,https://www.nasdaq.com/symbol/bgx
BSL,Blackstone GSO Senior Floating Rate Term Fund,17.99,$274.13M,2010,n/a,n/a,https://www.nasdaq.com/symbol/bsl
APRN,"Blue Apron Holdings, Inc.",3.18,$609.83M,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/aprn
BCRH,Blue Capital Reinsurance Holdings Ltd.,11.15,$97.69M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bcrh
BXG,Bluegreen Vacations Corporation,24.94,$1.86B,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bxg
BXC,BlueLinx Holdings Inc.,36.1,$332.48M,2004,Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/bxc
BA,Boeing Company (The),353.27,$205.81B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/ba
BCC,"Boise Cascade, L.L.C.",43.4,$1.69B,2013,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bcc
BCEI,"Bonanza Creek Energy, Inc.",35.32,$723.94M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bcei
BOOT,"Boot Barn Holdings, Inc.",24.96,$685.81M,2014,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/boot
BAH,Booz Allen Hamilton Holding Corporation,46.31,$6.64B,2010,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/bah
BWA,BorgWarner Inc.,44.53,$9.36B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/bwa
SAM,"Boston Beer Company, Inc. (The)",327.15,$3.85B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/sam
BXP,"Boston Properties, Inc.",124.22,$19.18B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bxp
BXP^B,"Boston Properties, Inc.",24.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxp^b
BSX,Boston Scientific Corporation,33.71,$46.51B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bsx
BOX,"Box, Inc.",26.65,$3.74B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/box
BYD,Boyd Gaming Corporation,37.83,$4.26B,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/byd
BPMP,BP Midstream Partners LP,21.75,$2.28B,2017,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bpmp
BP,BP p.l.c.,44.25,$147.37B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,28.4,$607.76M,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bpt
BRC,Brady Corporation,37.15,$1.92B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/brc
BHR,Braemar Hotels & Resorts Inc.,11.75,$381.94M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bhr
BHR^B,Braemar Hotels & Resorts Inc.,19.3982,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bhr^b
BDN,Brandywine Realty Trust,16.11,$2.88B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bdn
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,11.39,$239.07M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bwg
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.6874,$198.39M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lnd
BAK,Braskem S.A.,26.95,$10.71B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bak
BRFS,BRF S.A.,6.26,$5.08B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/brfs
BPI,"Bridgepoint Education, Inc.",7.96,$217.73M,2009,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bpi
BGG,Briggs & Stratton Corporation,16.33,$696.72M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bgg
BFAM,Bright Horizons Family Solutions Inc.,110.11,$6.38B,2013,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/bfam
BEDU,Bright Scholar Education Holdings Limited,16.04,$1.88B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bedu
BSA,BrightSphere Investment Group plc,23.7521,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/bsa
BSIG,BrightSphere Investment Group plc,14,$1.52B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/bsig
BV,"BrightView Holdings, Inc.",22.14,$2.2B,2018,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/bv
EAT,"Brinker International, Inc.",50.63,$2.22B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/eat
BCO,Brink&#39;s Company (The),79.2,$4.03B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/bco
BMY,Bristol-Myers Squibb Company,55.88,$91.34B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmy
BRS,Bristow Group Inc,14.67,$524.68M,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/brs
BTI,British American Tobacco p.l.c.,51.4,$117.9B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/bti
BRX,Brixmor Property Group Inc.,17.57,$5.32B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brx
BR,"Broadridge Financial Solutions, Inc.",118.9,$14.02B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/br
BKD,Brookdale Senior Living Inc.,9.59,$1.86B,2005,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/bkd
BAM,Brookfield Asset Management Inc,42.05,$41.71B,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/bam
BBU,Brookfield Business Partners L.P.,39.35,$2.6B,2016,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbu
DTLA^,Brookfield DTLA Inc.,23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dtla^
INF,Brookfield Global Listed Infrastructure Income Fund,12.36,$170.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inf
BIP,Brookfield Infrastructure Partners LP,39.59,$10.95B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/bip
RA,Brookfield Real Assets Income Fund Inc.,23.063,$841.52M,2016,n/a,n/a,https://www.nasdaq.com/symbol/ra
BEP,Brookfield Renewable Partners L.P.,30.51,$5.5B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bep
BRO,"Brown & Brown, Inc.",29.6,$8.18B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/bro
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bf.b
BRT,BRT Apartments Corp.,13.19,$189.19M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brt
BC,Brunswick Corporation,66.95,$5.84B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bc
BT,BT Group plc,14.62,$29.01B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bt
BPL,Buckeye Partners L.P.,33.08,$5.07B,1986,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bpl
BKE,"Buckle, Inc. (The)",24.35,$1.19B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/bke
BVN,Buenaventura Mining Company Inc.,12.76,$3.24B,1996,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bvn
BBW,"Build-A-Bear Workshop, Inc.",7.85,$117.93M,2004,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/bbw
BG,Bunge Limited,67.66,$9.54B,2001,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bg
BURL,"Burlington Stores, Inc.",158.01,$10.68B,2013,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/burl
BWXT,"BWX Technologies, Inc.",63.82,$6.36B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bwxt
BY,"Byline Bancorp, Inc.",23.03,$832.79M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/by
CJ,"C&J Energy Services, Inc",21.37,$1.46B,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cj
GYB,CABCO Series 2004-101 Trust,22.4534,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gyb
PFH,CABCO Series 2004-101 Trust,13.34,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pfh
CABO,"Cable One, Inc.",734.33,$4.21B,2015,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cabo
CBT,Cabot Corporation,64.36,$3.98B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cbt
COG,Cabot Oil & Gas Corporation,24.3,$10.97B,1990,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cog
CACI,"CACI International, Inc.",178.45,$4.41B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/caci
WHD,"Cactus, Inc.",34.37,$2.57B,2018,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/whd
CADE,Cadence Bancorporation,28.72,$2.4B,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cade
CAE,CAE Inc,20.62,$5.52B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cae
CAI,"CAI International, Inc.",22.25,$428.74M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/cai
CAI^A,"CAI International, Inc.",25.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cai^a
CAL,"Caleres, Inc.",35.91,$1.55B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/cal
CRC,California Resources Corporation,40.3,$2.06B,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crc
CWT,California Water  Service Group Holding,41.15,$1.98B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwt
CALX,"Calix, Inc",7.6,$394.99M,2010,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/calx
ELY,Callaway Golf Company,19.35,$1.83B,1992,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ely
CPE,Callon Petroleum Company,11.13,$2.53B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpe
CPE^A,Callon Petroleum Company,51.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpe^a
CBM,Cambrex Corporation,58.05,$1.91B,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbm
CPT,Camden Property Trust,89.97,$8.35B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cpt
CCJ,Cameco Corporation,10.98,$4.35B,1996,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ccj
CPB,Campbell Soup Company,40.23,$12.09B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/cpb
CWH,"Camping World Holdings, Inc.",24.3,$2.13B,2016,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cwh
GOOS,Canada Goose Holdings Inc.,63.33,$3.04B,2017,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/goos
CM,Canadian Imperial Bank of Commerce,88.49,$39.23B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cm
CNI,Canadian National Railway Company,85.53,$62.91B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/cni
CNQ,Canadian Natural Resources Limited,35.01,$42.75B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnq
CP,Canadian Pacific Railway Limited,193.86,$27.64B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/cp
CNNE,"Cannae Holdings, Inc.",19.61,$1.39B,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cnne
CAJ,"Canon, Inc.",31.88,$34.42B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/caj
CGC,Canopy Growth Corporation,25.65,$5.58B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cgc
CMD,Cantel Medical Corp.,94.95,$3.96B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cmd
COF,Capital One Financial Corporation,99.35,$47.53B,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/cof
COF.WS,Capital One Financial Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cof.ws
COF^C,Capital One Financial Corporation,26.14,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cof^c
COF^D,Capital One Financial Corporation,26.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cof^d
COF^F,Capital One Financial Corporation,26.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cof^f
COF^G,Capital One Financial Corporation,24.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cof^g
COF^H,Capital One Financial Corporation,26.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cof^h
COF^P,Capital One Financial Corporation,25.5622,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cof^p
CSU,Capital Senior Living Corporation,10.13,$315.29M,1997,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/csu
BXMT,"Capital Trust, Inc.",32.64,$3.53B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bxmt
CIC,Capitol Investment Corp. IV,9.85,$117.31M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/cic
CIC.U,Capitol Investment Corp. IV,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/cic.u
CIC.WS,Capitol Investment Corp. IV,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cic.ws
CMO,Capstead Mortgage Corporation,8.63,$797.81M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmo
CMO^E,Capstead Mortgage Corporation,25.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmo^e
CRR,"Carbo Ceramics, Inc.",9.54,$261.52M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/crr
CAH,"Cardinal Health, Inc.",49.16,$15.27B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/cah
CRCM,"Care.com, Inc.",21.22,$656.68M,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/crcm
CSL,Carlisle Companies Incorporated,112.52,$6.86B,n/a,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/csl
KMX,CarMax Inc,77.71,$13.72B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kmx
CCL,Carnival Corporation,58.15,$42.84B,1987,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/ccl
CUK,Carnival Corporation,58.14,$42.92B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/cuk
CRS,Carpenter Technology Corporation,55.88,$2.62B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/crs
CSV,"Carriage Services, Inc.",24.92,$406M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/csv
CARS,Cars.com Inc.,29.53,$2.12B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/cars
CRI,"Carter&#39;s, Inc.",116.4,$5.46B,2003,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/cri
CVNA,Carvana Co.,43.36,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cvna
CSLT,"Castlight Health, inc.",5.6,$761.95M,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/cslt
CTLT,"Catalent, Inc.",43.88,$5.85B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctlt
CTT           ,"CatchMark Timber Trust, Inc.",12.61,$619.18M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctt
CAT,"Caterpillar, Inc.",136.28,$81.49B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cat
CATO,Cato Corporation (The),26.32,$660.89M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/cato
CBZ,"CBIZ, Inc.",22.6,$1.24B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cbz
CBL,"CBL & Associates Properties, Inc.",5.36,$925.47M,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cbl
CBL^D,"CBL & Associates Properties, Inc.",19.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbl^d
CBL^E,"CBL & Associates Properties, Inc.",17.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbl^e
CBO,CBO (Listing Market - NYSE - Networks A/E),4.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbo
IGR,CBRE Clarion Global Real Estate Income Fund,7.45,$868.6M,2004,n/a,n/a,https://www.nasdaq.com/symbol/igr
CBRE,"CBRE Group, Inc.",49.2,$16.72B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cbre
CBS,CBS Corporation,56.87,$21.55B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbs
CBS.A,CBS Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbs.a
CBX,CBX (Listing Market NYSE Networks AE,1.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbx
FUN,"Cedar Fair, L.P.",58.29,$3.29B,1987,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/fun
CDR,"Cedar Realty Trust, Inc.",4.95,$453.92M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdr
CDR^B,"Cedar Realty Trust, Inc.",24.9248,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdr^b
CDR^C,"Cedar Realty Trust, Inc.",23.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdr^c
CE,Celanese Corporation,113.06,$15.36B,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ce
CLS,"Celestica, Inc.",12.3,$1.48B,1998,Technology,Electrical Products,https://www.nasdaq.com/symbol/cls
CEL,"Cellcom Israel, Ltd.",5.79,$585.05M,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cel
CPAC,Cementos Pacasmayo S.A.A.,11.45,$980.36M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpac
CX,Cemex S.A.B. de C.V.,6.7,$10.12B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cx
CVE,Cenovus Energy Inc,10.17,$12.5B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cve
CNC,Centene Corporation,136.12,$27.93B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnc
CEN,Center Coast Brookfield MLP & Energy Infrastructur,9.26,$259.22M,2013,n/a,n/a,https://www.nasdaq.com/symbol/cen
CNP,"CenterPoint Energy, Inc.",27.64,$11.93B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cnp
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,4.52,$6.11B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/ebr.b
CEPU,Central Puerto S.A.,11.05,$1.67B,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cepu
CCS,"Century Communities, Inc.",32.4,$975.86M,2014,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/ccs
CTL,"CenturyLink, Inc.",18.82,$20.3B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctl
CDAY,Ceridian HCM Holding Inc.,35.06,$4.67B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cday
CF,"CF Industries Holdings, Inc.",43.27,$10.1B,2005,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/cf
CGG,CGG,2.486,$1.74B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cgg
GIB,"CGI Group, Inc.",65.11,$16.45B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/gib
ECOM          ,ChannelAdvisor Corporation,14.8,$401.2M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ecom
CHRA,"Charah Solutions, Inc.",9.84,$294.67M,2018,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/chra
CRL,"Charles River Laboratories International, Inc.",124.63,$5.97B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),22.08,$1.01B,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cldt
CMCM,Cheetah Mobile Inc.,9.2,$1.31B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cmcm
CHGG,"Chegg, Inc.",29.26,$3.28B,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,329.56,$5.25B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/che
CC,Chemours Company (The),45.07,$8.02B,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cc
CHMI,Cherry Hill Mortgage Investment Corporation,18.15,$280.81M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chmi
CHMI^A,Cherry Hill Mortgage Investment Corporation,25.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chmi^a
CHK,Chesapeake Energy Corporation,4.51,$4.11B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chk
CHK^D,Chesapeake Energy Corporation,54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chk^d
CHKR,Chesapeake Granite Wash Trust,1.63,$76.2M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chkr
CHSP,Chesapeake Lodging Trust,32.75,$1.98B,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chsp
CPK,Chesapeake Utilities Corporation,83.85,$1.37B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,121.33,$231.86B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvx
CHS,"Chico&#39;s FAS, Inc.",9.01,$1.16B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,18.86,$3.53B,2007,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cim
CIM^A,Chimera Investment Corporation,25.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cim^a
CIM^B,Chimera Investment Corporation,25.935,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cim^b
DL,China Distance Education Holdings Limited,7.64,$254.37M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dl
