Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EMI,Eaton Vance Michigan Municipal Income Trust,13.0669,$26.3M,1999,n/a,n/a,https://www.nasdaq.com/symbol/emi
EIM,Eaton Vance Municipal Bond Fund,11.83,$806.43M,2002,n/a,n/a,https://www.nasdaq.com/symbol/eim
EIV,Eaton Vance Municipal Bond Fund II,11.93,$119.46M,2002,n/a,n/a,https://www.nasdaq.com/symbol/eiv
EMJ,Eaton Vance New Jersey Municipal Bond Fund,11.74,$30.28M,2002,n/a,n/a,https://www.nasdaq.com/symbol/emj
EVJ,Eaton Vance New Jersey Municipal Income Trust,11.2,$51.5M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evj
ENX,Eaton Vance New York Municipal Bond Fund,11.21,$175.57M,2002,n/a,n/a,https://www.nasdaq.com/symbol/enx
NYH,Eaton Vance New York Municipal Bond Fund II,10.8,$27.61M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nyh
EVY,Eaton Vance New York Municipal Income Trust,12.2,$66.8M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evy
EIO,Eaton Vance Ohio Municipal Bond Fund,11.54,$29.29M,2002,n/a,n/a,https://www.nasdaq.com/symbol/eio
EVO,Eaton Vance Ohio Municipal Income Trust,12.584,$35.95M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evo
EIP,Eaton Vance Pennsylvania Municipal Bond Fund,12.3,$36.41M,2002,n/a,n/a,https://www.nasdaq.com/symbol/eip
EVP,Eaton Vance Pennsylvania Municipal Income Trust,11.4,$29.65M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evp
ELMD,"Electromed, Inc.",5.43,$45.01M,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/elmd
ELLO,Ellomay Capital Ltd.,8.54,$91.17M,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ello
ECF,Ellsworth Growth and Income Fund Ltd.,9.57,$123.79M,1986,n/a,n/a,https://www.nasdaq.com/symbol/ecf
ECF^A,Ellsworth Growth and Income Fund Ltd.,24.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecf^a
EMAN,eMagin Corporation,1.65,$74.43M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/eman
MSN,Emerson Radio Corporation,1.47,$33.18M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/msn
EMX,EMX Royalty Corporation,1.104,$88.1M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/emx
UUUU,Energy Fuels Inc,2.66,$207.76M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uuuu
UUUU.WS,Energy Fuels Inc,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uuuu.ws
ENSV,ENSERVCO Corporation,1.13,$58.02M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ensv
ESNC,"EnSync, Inc.",0.3637,$20.59M,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/esnc
EGI,Entree Resources Ltd.,0.433,$75.46M,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/egi
EVI,"EnviroStarm, Inc.",39.3,$439.03M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/evi
ESP,Espey Mfg. & Electronics Corp.,25.64,$61.12M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esp
EVBN,"Evans Bancorp, Inc.",47.25,$227.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/evbn
EPM,"Evolution Petroleum Corporation, Inc.",10.85,$359.91M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epm
FEN,First Trust Energy Income and Growth Fund,22.78,$441.87M,2004,n/a,n/a,https://www.nasdaq.com/symbol/fen
BDL,"Flanigan&#39;s Enterprises, Inc.",29,$53.9M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bdl
FSI,Flexible Solutions International Inc.,1.5688,$18.25M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/fsi
FTF,Franklin Limited Duration Income Trust,11.2,$253.17M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ftf
FSP,Franklin Street Properties Corp.,8.6,$922.19M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fsp
FRD,Friedman Industries Inc.,9.85,$69.04M,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/frd
FTNW,"FTE Networks, Inc.",17,$107.93M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftnw
GGN,"GAMCO Global Gold, Natural Reources & Income Trust ",5.04,$683.47M,2005,n/a,n/a,https://www.nasdaq.com/symbol/ggn
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust ",23.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggn^b
GST,Gastar Exploration Inc.,0.211,$46.44M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gst
GST^A,Gastar Exploration Inc.,5.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gst^a
GST^B,Gastar Exploration Inc.,6.2198,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gst^b
JOB,GEE Group Inc.,2.7,$28.64M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job
GMO,"General Moly, Inc",0.415,$46.13M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gmo
GSB,"GlobalSCAPE, Inc.",3.82,$83.1M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsb
GSAT,"Globalstar, Inc.",0.438,$553.19M,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/gsat
GLOW,"Glowpoint, Inc.",0.175,$8.13M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glow
GORO,Gold Resource Corporation,7,$400.62M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/goro
GSV,Gold Standard Ventures Corporation,1.51,$383.92M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/gsv
AUMN,Golden Minerals Company,0.31,$29.48M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aumn
GSS,"Golden Star Resources, Ltd",0.675,$257.06M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gss
GV,Goldfield Corporation (The),4.7,$119.62M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/gv
GDP,Goodrich Petroleum Corporation,12.25,$141.64M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gdp
GTE,Gran Tierra Energy Inc.,3.34,$1.29B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gte
GPL,Great Panther Silver Limited,1.13,$190.58M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gpl
SIM,"Grupo Simec, S.A. de C.V.",9.8294,$1.63B,1993,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sim
GLF,"GulfMark Offshore, Inc.",34.76,$260.71M,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/glf
GLF.WS,"GulfMark Offshore, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glf.ws
HEB,"Hemispherx BioPharma, Inc.",0.2998,$13.85M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/heb
HCAC,Hennessy Capital Acquisition Corp. III,10.08,$76.7M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/hcac
HCAC.U,Hennessy Capital Acquisition Corp. III,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/hcac.u
HCAC.WS,Hennessy Capital Acquisition Corp. III,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hcac.ws
HLM^,Hillman Group Capital Trust,31.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hlm^
HMG,"HMG/Courtland Properties, Inc.",14.4934,$14.69M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hmg
HUSA,Houston American Energy Corporation,0.242,$14.4M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/husa
IBIO,"iBio, Inc.",0.8438,$14.72M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ibio
IBO,IBO (Listing Market - NYSE Amex Network B F),24.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibo
IEC,IEC Electronics Corp.,5.58,$57.15M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/iec
IMUC,"ImmunoCellular Therapeutics, Ltd.",0.2402,$10.07M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imuc
IMUC.WS,"ImmunoCellular Therapeutics, Ltd.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/imuc.ws
IMH,"Impac Mortgage Holdings, Inc.",9.3,$195.02M,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/imh
IMO,Imperial Oil Limited,32.27,$25.9B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/imo
IOR,"Income Opportunity Realty Investors, Inc.",13,$54.19M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ior
IGC,India Globalization Capital Inc.,0.45,$14.09M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/igc
INFU,"InfuSystems Holdings, Inc.",3.3,$75.04M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/infu
IHT,InnSuites Hospitality Trust,1.5,$14.37M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iht
NSPR,InspireMD Inc.,0.229,$3.96M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nspr
NSPR.WS,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nspr.ws
NSPR.WS.B,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nspr.ws.b
IDN,"Intellicheck, Inc.",2.25,$35.16M,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/idn
INS,Intelligent Systems Corporation,10.74,$94.28M,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ins
THM,International Tower Hill Mines Ltd,0.5,$93.41M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/thm
INTT,inTest Corporation,7.45,$78.03M,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/intt
INUV,"Inuvo, Inc",0.6831,$21.92M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/inuv
VKI,Invesco Advantage Municipal Income Trust II,10.71,$475.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vki
ISR,"IsoRay, Inc.",0.5227,$35.19M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/isr
ISDR,Issuer Direct Corporation,19.845,$60.77M,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/isdr
KIQ,Kelso Technologies Inc,0.5,$23.59M,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/kiq
LTS,Ladenburg Thalmann Financial Services Inc,3.59,$719.59M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lts
LTS^A,Ladenburg Thalmann Financial Services Inc,25.788,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lts^a
LTSL,Ladenburg Thalmann Financial Services Inc,24.414,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsl
LTSF,Ladenburg Thalmann Financial Services Inc.,24.55,n/a,2018,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsf
LEVB,"Level Brands, Inc.",3.35,$26.91M,2017,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/levb
LGL,"LGL Group, Inc. (The)",5.39,$25.32M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lgl
LBY,"Libbey, Inc.",7.36,$162.52M,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lby
LLEX,"Lilis Energy, Inc.",5.47,$329.2M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
LIQT,"LiqTech International, Inc.",0.8699,$63.28M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/liqt
MAG,MAG Silver Corporation,9.46,$808.86M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mag
MJCO,Majesco,7.26,$265.73M,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mjco
MHH,"Mastech Digital, Inc",16.91,$92.36M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/mhh
MTNB,"Matinas Biopharma Holdings, Inc.",0.3996,$37.58M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtnb
MNI,McClatchy Company (The),10,$77.57M,1988,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mni
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",27.05,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ipb
MXC,Mexco Energy Corporation,5.83,$11.88M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mxc
CCA,MFS California Insured Municipal Trust,10.27,$28.62M,1999,n/a,n/a,https://www.nasdaq.com/symbol/cca
MICR,"Micron Solutions, Inc.",3.65,$10.38M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/micr
MLSS,"Milestone Scientific, Inc.",0.86,$28.78M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/mlss
MYO,Myomo Inc.,2.41,$29.91M,2017,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/myo
NNVC,"NanoViricides, Inc.",0.4075,$28.11M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nnvc
ATEST,NASDAQ TEST STOCK,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest
ATEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.a
ATEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.b
ATEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.c
NHC,National HealthCare Corporation,71.32,$1.09B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/nhc
NAVB,"Navidea Biopharmaceuticals, Inc.",0.2062,$33.6M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/navb
NTIP,"Network-1 Technologies, Inc.",2.85,$67.62M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/ntip
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,12.6172,$70.04M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nbw
NHS,Neuberger Berman High Yield Strategies Fund,10.85,$212.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nhs
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,13.56,$254.98M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nbh
NML,Neuberger Berman MLP Income Fund Inc.,9.05,$512.76M,2013,n/a,n/a,https://www.nasdaq.com/symbol/nml
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,11.55,$58.64M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nbo
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.15,$244.21M,2003,n/a,n/a,https://www.nasdaq.com/symbol/nro
UWN,"Nevada Gold & Casinos, Inc.",1.97,$33.19M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/uwn
NSU,Nevsun Resources Ltd,3.55,$1.07B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nsu
GBR,"New Concept Energy, Inc",3.02,$6.44M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,68.05,$253.93M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/nen
NGD,New Gold Inc.,1.81,$1.05B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ngd
NXE,Nexgen Energy Ltd.,1.86,$640.71M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nxe
HLTH,Nobilis Health Corp.,1.2,$93.82M,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hlth
NAK,"Northern Dynasty Minerals, Ltd.",0.5,$156.07M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",3.46,$974.35M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",2.35,$40.16M,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nby
NG,Novagold Resources Inc.,4.45,$1.43B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",4.89,$14.02M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ntn
NES,"Nuverra Environmental Solutions, Inc.",10.51,$122.92M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nes
